,premise,hypothesis,label,llm_label,rationale,input
5387,"An older man in a nice dress shirt with a tie over his shoulder, walking across a street in downtown.",A man is walking across a street downtown.,entailment,entailment,The man is walking across a street downtown.,"An older man in a nice dress shirt with a tie over his shoulder, walking across a street in downtown.</s>A man is walking across a street downtown."
5388,Two women with colorful hats sit in a field.,The women are friends.,neutral,neutral,The women are sitting in a field together.,Two women with colorful hats sit in a field.</s>The women are friends.
5389,Two women with colorful hats sit in a field.,Two women are sitting.,entailment,entailment,The colorful hats are not necessary to the sentence.,Two women with colorful hats sit in a field.</s>Two women are sitting.
5390,Two women with colorful hats sit in a field.,The women are standing.,contradiction,contradiction,"The women are sitting, not standing.",Two women with colorful hats sit in a field.</s>The women are standing.
5391,A man in a suit is holding a frying pan.,There is a man cooking.,entailment,entailment,"The man is holding a frying pan, which is used for cooking.",A man in a suit is holding a frying pan.</s>There is a man cooking.
5392,A man in a suit is holding a frying pan.,The man is cooking before work.,neutral,entail,"The man is wearing a suit, so he is probably going to work. He is holding a frying pan, so he is probably cooking.",A man in a suit is holding a frying pan.</s>The man is cooking before work.
5393,A man in a suit is holding a frying pan.,The man is juggling.,contradiction,contradiction,"The man is holding a frying pan, but he is not juggling.",A man in a suit is holding a frying pan.</s>The man is juggling.
5394,A well dressed man holds a skillet in public.,The man is cooking on the street.,neutral,entailment,"The man is holding a skillet, which is used for cooking.",A well dressed man holds a skillet in public.</s>The man is cooking on the street.
5395,A well dressed man holds a skillet in public.,A man dresses well.,entailment,entailment,The man is well dressed in the first sentence.,A well dressed man holds a skillet in public.</s>A man dresses well.
5396,A well dressed man holds a skillet in public.,The man is getting on a plane.,contradiction,neutral,The man is not necessarily getting on a plane.,A well dressed man holds a skillet in public.</s>The man is getting on a plane.
5397,A man in a gray suit and purple tie is flipping a pancake in the middle of a sidewalk.,The person is flipping food.,entailment,entailment,A pancake is a type of food.,A man in a gray suit and purple tie is flipping a pancake in the middle of a sidewalk.</s>The person is flipping food.
5398,A man in a gray suit and purple tie is flipping a pancake in the middle of a sidewalk.,The person works for IHOP.,neutral,neutral,"The person is flipping a pancake, which is a food that IHOP serves.",A man in a gray suit and purple tie is flipping a pancake in the middle of a sidewalk.</s>The person works for IHOP.
5399,A man in a gray suit and purple tie is flipping a pancake in the middle of a sidewalk.,The person is wearing a yellow suit.,contradiction,contradiction,"The person is wearing a gray suit, not a yellow suit.",A man in a gray suit and purple tie is flipping a pancake in the middle of a sidewalk.</s>The person is wearing a yellow suit.
5400,"A white man with black hair dressed nicely in gray dress pants, blazer and purple tie stands on the street in front of a garage flipping a pancake which is captured in midair.",A pancake seller is flipping pancakes for customers.,neutral,"neutral

Pre","The man is dressed nicely, but not necessarily a seller. The man is flipping a pancake, but not necessarily for customers.","A white man with black hair dressed nicely in gray dress pants, blazer and purple tie stands on the street in front of a garage flipping a pancake which is captured in midair.</s>A pancake seller is flipping pancakes for customers."
5401,"A white man with black hair dressed nicely in gray dress pants, blazer and purple tie stands on the street in front of a garage flipping a pancake which is captured in midair.","The man hasn't flipped pancakes for years, and is surprised he can still do it.",neutral, ,"The man is dressed nicely, so he probably has a job. He is flipping a pancake, so he probably has a family. He is flipping a pancake,","A white man with black hair dressed nicely in gray dress pants, blazer and purple tie stands on the street in front of a garage flipping a pancake which is captured in midair.</s>The man hasn't flipped pancakes for years, and is surprised he can still do it."
5402,"A white man with black hair dressed nicely in gray dress pants, blazer and purple tie stands on the street in front of a garage flipping a pancake which is captured in midair.","The man is in his kitchen, frying eggs on the stove.",contradiction,contradiction,"The man is not in his kitchen, he is on the street. He is not frying eggs, he is flipping a pancake.","A white man with black hair dressed nicely in gray dress pants, blazer and purple tie stands on the street in front of a garage flipping a pancake which is captured in midair.</s>The man is in his kitchen, frying eggs on the stove."
5403,"A white man with black hair dressed nicely in gray dress pants, blazer and purple tie stands on the street in front of a garage flipping a pancake which is captured in midair.",A man is cooking breakfast for others in his neighborhood.,neutral,neutral,The man is not necessarily cooking breakfast for others.,"A white man with black hair dressed nicely in gray dress pants, blazer and purple tie stands on the street in front of a garage flipping a pancake which is captured in midair.</s>A man is cooking breakfast for others in his neighborhood."
