question,choices
He had to take oath that he would be what?,"['truthful', 'not fib', 'not lie', 'sense of duty', 'think']"
He is beginning work at his first job.  What is he feeling?,"['panic', 'resting', 'stress', 'excitement', 'working']"
He kept a container can for draining oil in what location of the house?,"['liquid', 'store', 'garage', 'pantry', 'gutter']"
He knew that beginning work on this job would mean he couldn't get home on time for several days. What is his reaction?,"['overtime', 'panic', 'excitement', 'stress', 'accomplishing']"
He leaned the beam over the flooded gap to create a makeshift what?,"['warehouse', 'bridge', 'metal shop', 'shop', 'new construction']"
He ordered his men to go forth and drive the enemy which way?,"['straightforth', 'back and', 'reverse', 'forward', 'backwards']"
He packed his toothpaste and brush in a small bag then stuffed it with his clothes into a what?,"['bathroom', 'suitcase', 'mouth', 'drug store', 'squirrel']"
He though that a teakettle would be a good souvenir from his trip to merry old what?,"['japanese tea room', 'kitchen table', 'england', 'cupboard', 'water']"
He thought it was appropriate to visit a french restaurant after the ice hockey game while visiting what famous bilingual city?,"['nyc', 'big city', 'wine', 'snow', 'montreal']"
He tried to remain calm but his wife was completely what?,"['frenzied', 'frustrated', 'flustered', 'wild', 'anxious']"
He waited far to long before beginning work. What is his immediate state of mind?,"['stress', 'excitement', 'eagerness', 'panic', 'working']"
He was eating a roast beef sandwich on his sofa bed and spilled what spicy spicy sauce on it?,"['texas', 'guest room', 'horseradish', 'living room', 'basement']"
He was looking for the holiday decorations and found an old box of clothes up where?,"['attic', 'trash', 'loft', 'closet', 'box']"
He was very critical of the execution of his team while doing what with the opponents?,"['trivial', 'minor', 'praising', 'eulogistic', 'unimportant']"
He wore out his dictionary as he worked on his what?,"[""determine word's definition"", 'thesaurus', 'eat cake', 'novel', 'encyclopedia']"
He worked hard to have great success at his chosen what?,"['new job', 'vocation', 'awards ceremony', 'schedule', 'michigan']"
His mind was far away even though his body was what?,"['there', 'being here', 'at home', 'home team', 'present']"
His mother took his schooling very seriously and wanted to be the president of what group?,"['corporation', 'whitehouse', 'church', 'board room', 'pta']"
His saw was too big to fit with all his wrenches and screwdrivers in his metal what?,"['toolbox', 'cabinet', 'basement', 'tool shed', 'tool kit']"
Hitting what is likely to cause broken glass in a car?,"['field', 'bridge', 'bottom of sea', 'street', 'wall']"
Houses require a study what to be built on?,"['very large', 'pornography', 'foundation', 'walls', 'hole']"
How are dogs generally toward people?,"['very smart', 'very loyal', 'friendly', 'found outside', 'furry']"
How are machines put together?,"['street', 'assembly line', 'big building', 'laundromat', 'laboratory']"
How are people not likely to find those always holding  a remote?,"['attached', 'lovable', 'companionable', 'close', 'likely']"
How are people typically positioned in an interview?,"['facing each other', 'round-table', 'gather together', 'get angry', 'believe in god']"
How bad is the punishment for someone who is over indulgent?,"['severe', 'harsh', 'hard', 'strict', 'self denying']"
How can I make time to exercise?,"['exercise', 'make time', 'energy', 'go running', 'just do']"
How can a bridge be built?,"['river valley', 'softly', 'over water', 'california', 'dentist']"
How can a company efficiently sell things to their customer?,"['sell', 'branch out', 'own factory', 'ship goods', 'mail order']"
How can a company get things to their customers?,"['mail order', 'carrier pigeon', 'own factory', 'ship goods', 'commit crime']"
How can a farmer get more work done?,"['plant cows', 'water plants', 'can produce', 'raise crops', 'rise early']"
How can a person destroy a car after becoming inebriated?,"['being high on drugs', 'drunkenness', 'talking nonsense', 'drunk driving', 'automobile accidents']"
How can a person end up stopping standing in  puddle?,"['move away from', 'laying in', 'sweating', 'movement', 'walking out of']"
How can a person ensure their jewelry is safe in a hotel room?,"['suitcase', 'safe deposit box', 'vault', 'department store', 'hole in ground']"
How can an artist commemorate a horse forever.,"['hoof', 'kentucky derby', 'race track', 'painting', 'triple crown']"
How can buildings like the Empire State building be described?,"['small', 'underground', 'high', 'huge', 'tall']"
How can jumping rope effect above your shoulders?,"['aerobic', 'exercising', 'smiling', 'pleasure', 'sweating']"
How can music help someone who is down?,"['beautifull', 'express feelings', 'they cannot heal and feel beautiful', 'provide comfort', 'sound good']"
How can one's views change after learning about science?,"['appreciation of nature', 'become educated', 'excitement', 'increased knowledge', 'see things differently']"
How can people acquire things they desire?,"['riots', 'wait in line', 'suffer pain', 'bank money', 'believe in god']"
How can people best have a conversation?,"['learn from each other', 'face each other', 'enjoy themselves', 'group together', 'call each other']"
How can people gain new perspectives?,"['waste paper', 'tickle tarantulas', 'pay bills', 'change direction', 'travel abroad']"
How can someone express audibly that they are having fun?,"['smiling', 'injuries', 'laughter', 'pleasure', 'boxing']"
How can someone listen to vinyl?,"['record store', 'car', 'omlinr', 'wallpaper', 'record albums']"
How can someone use their thinking to do things a new way?,"['new perspectives', 'knowledge', 'sense', 'best way', 'figure out']"
How can students be social when completing assignments?,"['arm wrestle', 'study philosophy', 'study together', 'further education', 'read books']"
How can the shape of wood be changed?,"['nailed', 'grind', 'carved', 'polished', 'warp']"
How can you achieve happiness in a group?,"['sing', 'live life', 'play games', 'fiddle', 'jump up and down']"
How can you carry a pencil in your shirt?,"['cup', 'desk drawer', 'desktop', 'pocket', 'university']"
How can you distinguish garbage from other things?,"['folkest', 'container', 'can smell nasty', 'composted', 'smells bad']"
How can you find a jellyfish without coming near it?,"['hand', 'store', 'see', 'mediterranean sea', 'zoo']"
How can you get in shape if there is no land nearby?,"['swim', 'jog', 'excercise', 'work out', 'rock climb']"
How can you get rid of anger?,"['write letter', 'release energy', 'scream', 'pass sentence', 'punch']"
How can you get the attention of a person across the room?,"['board ship', 'shout at', 'smile at', 'cross street', 'feel happy']"
How can you help a person who is broke?,"['give something', 'cross street', 'lend money', 'trust god', 'feel sorry']"
How can you see an extreme closeup of a potato?,"['grocery store', 'optical device', 'pantry', 'garden patch', 'vegetable stew']"
How can you stop a dog from biting nearby people?,"['rope', 'porch', 'leash', 'front door', 'backyard']"
How can you tell whether people are rich?,"['sleep together', 'own things', 'live long', 'believe in god', 'need each other']"
How could being someones taxi for the day while they run errands be good for the world?,"['gain', 'supplies', 'helpful', 'help people', 'add to']"
How could excessive heat do to cause you to fall down?,"['apples', 'thin ice', 'sterilize', 'kill bacteria', 'blue metal']"
How could you find out if someone tried committing suicide?,"['scars', 'kill yourself', 'sorrow', 'depressed', 'misery']"
How did the mother feel about going somewhere and getting a whole new house to decorate?,"['getting there', 'excitement', 'movement', 'anticipation', 'expense']"
How did the sleeping child know they were still in the process of going somewhere?,"['movement', 'arriving', 'driving', 'excitement', 'expense']"
How do birds have babies?,"['sing songs', 'sleep together', 'lay eggs', 'spread wings', 'reproduce']"
How do birds leave the nest?,"['sing songs', 'lay eggs', 'falling down', 'reproduce', 'spread wings']"
How do central banks go about fighting inflation?,"['stealing', 'deflation', 'spend more', 'problems', 'recession']"
How do children know they're in a dangerous situation?,"['experience fear', 'wave goodbye', 'listen a noise', 'watch television', 'spring into action']"
How do geese normally get from place to place?,"['carried by people', 'guard house', 'fly', 'follow ultralight airplane', 'group together']"
How do most companies communicate advertisements directly to consumers?,"['bus', 'la ville', 'web page', 'email', 'carrier pigeon']"
How do most people communicate?,"['dance together', 'speak words', 'fight', 'own cars', 'believe in god']"
How do most people feel about a person they love?,"['popularity', 'know all', 'own house', 'care about', 'flu']"
How do people become a couple forever?,"['row about', 'combination', 'marry each other', 'make sex', 'communicate']"
How do people evaluate what to buy at a shop?,"['compare prices', 'spending of money', 'have fun', 'splurge', 'purchasing']"
How do people exchange information to large groups at work?,"['newspaper', 'meeting', 'library', 'television', 'telegram']"
How do people see the sky?,"['place on earth', 'photo', 'atmosphere', 'beautiful', 'looking up']"
How do people show appreciation after they enjoy a show?,"['jump', 'clap', 'smile', 'feel happy', 'watch television']"
How do people trade for services or goods?,"['shoot each other  out of a cannon', 'feel cold', 'become old', 'talk to each other', 'use money']"
