,input,label,llm_label,rationale
763,"What does every person want?
Answer Choices:
(a) life partner
(b) larger house
(c) second chances
(d) money
(e) headache",life partner,money,"The answer must be something that every person wants. Of the above choices, only money is something that every person wants."
764,"What does everyone feel of monsters?
Answer Choices:
(a) looking for love
(b) afraid of
(c) good at
(d) make pet
(e) different",afraid of,afraid of,"The answer must be the feeling of everyone towards monsters. Of the above choices, the closest feeling is afraid of."
765,"What does everyone have in relation to other people?
Answer Choices:
(a) feelings
(b) food
(c) unique personality
(d) different standards
(e) values",feelings,feelings,"The answer must be something that everyone has in relation to other people. Of the above choices, only feelings are something that everyone has in relation to other people."
766,"What does going to bed with your spouse for sex lead to?
Answer Choices:
(a) bad dreams
(b) a good nights sleep
(c) rest
(d) sleepiness
(e) get pregnant",get pregnant,sleepiness,"The answer must be something that happens after sex. Of the above choices, only sleepiness is a result of sex."
767,"What does impeachment mean for the president?
Answer Choices:
(a) vote
(b) election
(c) trouble
(d) board room
(e) corporation",trouble,trouble,"The answer must be something that happens to the president. Of the above choices, only trouble is something that happens to the president."
768,"What does playing soccer and winning lead to?
Answer Choices:
(a) excitement
(b) getting tired
(c) overtime
(d) anger
(e) fights",excitement,excitement,"The answer should be the feeling of someone who wins a soccer game. Of the above choices, the closest feeling is excitement."
769,"What does someone do to relax at night?
Answer Choices:
(a) find time
(b) check mail
(c) listen to music
(d) go to bed
(e) stop worrying",go to bed,listen to music,"The answer must be something that someone does to relax. Of the above choices, only listening to music is something that someone does to relax."
770,"What does someone stop doing when being dead?
Answer Choices:
(a) moving
(b) working
(c) breathing
(d) alive
(e) deadworks",breathing,breathing,"The answer must be something that someone does when alive. Of the above choices, only breathing is done when alive."
771,"What does someone typically feel when applying for a job?
Answer Choices:
(a) horror
(b) anxiety and fear
(c) rejection
(d) increased workload
(e) being employed",anxiety and fear,anxiety and fear,"The answer should be the feeling of someone applying for a job. Of the above choices, the closest feeling is anxiety and fear."
772,"What does the sky do before a rain?
Answer Choices:
(a) appear beautiful
(b) appear blue
(c) shows a rainbow
(d) rain water
(e) cloud over",cloud over,cloud over,"The answer must be something that the sky does before a rain. Of the above choices, only cloud over is something that the sky does before a rain."
773,"What emotion leads to punching?
Answer Choices:
(a) fists
(b) hitting
(c) boxing gloves
(d) anger
(e) hands",anger,anger,"The answer must be an emotion that leads to punching. Of the above choices, only anger leads to punching."
774,"What event might one buy tickets for seats?
Answer Choices:
(a) park
(b) show
(c) auditorium
(d) movies
(e) rest area",show,show,"The answer must be an event that requires tickets. Of the above choices, only shows require tickets."
775,"What furniture will you normally find near a side chair?
Answer Choices:
(a) bedroom
(b) table
(c) wheel barrow
(d) building
(e) office",table,table,"The answer must be something that is normally found near a side chair. Of the above choices, only tables are normally found near side chairs."
776,"What geographic area is a lizard likely to be?
Answer Choices:
(a) ball stopped
(b) west texas
(c) arid regions
(d) garden
(e) warm place",west texas,arid regions,"The answer must be a place where lizards are likely to be. Of the above choices, only arid regions are likely to have lizards."
777,"What green area is a marmot likely to be found in?
Answer Choices:
(a) countryside
(b) great plains
(c) encyclopedia
(d) jungle
(e) north america",countryside,jungle,"The answer must be a green area. Of the above choices, only jungle is a green area."
778,"What happens at soon as a living being is born?
Answer Choices:
(a) expiration
(b) growing older
(c) sometimes bad
(d) death
(e) start reproduction",growing older,growing older,"The answer must be something that happens to a living being as soon as it is born. Of the above choices, only growing older happens to a living being as soon as it is born."
779,"What happens if someone kisses too long?
Answer Choices:
(a) strong feelings
(b) herpes
(c) shortness of breath
(d) excitement
(e) arousal",shortness of breath,shortness of breath,"The answer must be something that happens if someone kisses too long. Of the above choices, only shortness of breath is something that happens if someone kisses too long."
780,"What happens someone who is bad play poker?
Answer Choices:
(a) think
(b) ante up
(c) drink
(d) win money
(e) losing money",losing money,losing money,"The answer must be something that happens to someone who is bad at poker. Of the above choices, the closest answer is losing money."
781,"What happens to a body after death?
Answer Choices:
(a) rebirth
(b) human experience
(c) sadness
(d) decomposition
(e) obesity",decomposition,decomposition,"The answer must be something that happens to a body after death. Of the above choices, only decomposition happens to a body after death."
782,"What happens to a dog before someone puts up posters of them?
Answer Choices:
(a) get lost
(b) require water
(c) trained
(d) bark
(e) roll over",get lost,get lost,"The answer must be something that happens to a dog before someone puts up posters of them. Of the above choices, only getting lost makes sense."
783,"What happens when airplane engines cut off and are unable to be restarted in flight?
Answer Choices:
(a) stall
(b) start melting
(c) taxi
(d) crash
(e) speed up",crash,crash,"The answer must be something that happens when airplane engines cut off and are unable to be restarted in flight. Of the above choices, only crash makes sense."
784,"What happens when driving?
Answer Choices:
(a) lack of fuel
(b) paint scratching
(c) wheels turning
(d) tire wear
(e) traffic accident",wheels turning,wheels turning,"The answer must be something that happens when driving. Of the above choices, only wheels turning happens when driving."
785,"What happens when to ice when it is in the sun?
Answer Choices:
(a) carved
(b) melted
(c) ice cream
(d) antarctica
(e) sculptured",melted,melted,"The answer must be something that happens to ice when it is in the sun. Of the above choices, only melted is something that happens to ice when it is in the sun."
786,"What happens when you go somewhere and forget something at home?
Answer Choices:
(a) arriving
(b) arrive there
(c) turn around
(d) go back
(e) fart",go back,turn around or,"The answer must be something that happens when you go somewhere and forget something at home. Of the above choices, only turn around and go back make sense."
