,question,choices,answer,rationales
7850,Where can you buy shampoo along side items for nourishment?,"['hair salon', 'cabinet', 'supermarket', 'big box stores', 'at hotel']",supermarket,
7851,Where can you buy socks and jeans?,"['washing machine', 'laundromat', 'clothing store', 'closet', 'shopping mall']",clothing store,
7852,Where can you buy sports equipment tools and a lawn mower at the mall?,"['school', 'sporting event', 'sporting goods store', 'sears', 'museum']",sears,
7853,Where can you buy sunglasses at?,"['glovebox', 'drugstore', 'purse', 'on your head', 'shirt pocket']",drugstore,
7854,Where can you buy your child's first violin?,"['violin case', 'ochestra', 'music store', 'symphony orchestra', 'vegetable market']",music store,
7855,Where can you can enjoy music in public ?,"['theatre', 'elevator', 'opera', 'cassettes', 'store']",theatre,
7856,Where can you can find snack food and ice cream shaped like a mouse?,"['disneyland', 'kitchen', 'underground', 'space shuttle', ""friend's house""]",disneyland,
7857,Where can you commonly find spirits within a house?,"['human being', 'cemetary', 'haunted house', 'medium', 'liquor cabinet']",liquor cabinet,
7858,Where can you drive your automobile at the highest legal speed?,"['racetrack', 'freeway', 'fast lane', 'side of road', 'intersection']",freeway,
7859,Where can you eat fruit on a red bridge?,"['refrigerator', 'engineering school', 'san francisco', 'tree', 'market']",san francisco,
7860,Where can you enjoy a hike and maybe an enccouter with a fox?,"['mountains', 'arctic tundra', 'great outdoors', 'open meadow', 'city']",great outdoors,
7861,Where can you expect to find items made of fabric that adorn one's body?,"['sewing room', 'drawers', 'tailor shop', 'clothes store', 'clothing store']",clothing store,
7862,Where can you fast forward through advertisements?,"['subway', 'television', 'mail box', 'mail bags', 'online videos']",television,
7863,Where can you find  a pretty flower in the ground?,"['shelf', 'windowsill', 'park', 'in the snow', 'vase']",park,
7864,Where can you find a bar before traveling a long distance?,"['las vegas', 'public house', 'airport', 'restaurant', 'michigan']",airport,
7865,Where can you find a barber shop north of the U.S.?,"['small town', 'neighborhood', 'high street', 'motel', 'canada']",canada,
7866,Where can you find a few hundred or thousand apartment?,"['town', 'michigan', 'texas', 'budget', 'avoid buying']",town,
7867,Where can you find a movie theater along with other stores in one placE?,"['downtown area', 'urban area', 'new york city', 'shopping mall', 'military base']",shopping mall,
7868,Where can you find a musician that no one is listening to?,"['subway station', 'symphony', 'studio', 'orchestra', 'stage']",studio,
7869,Where can you find a place to eat and places to buy items of many different kinds?,"['city', 'downtown', 'own house', 'bar', 'shopping center']",shopping center,
7870,Where can you find a pool other than at a nearby residence?,"['outback', ""neighbor's house"", 'waterfall', 'gym', 'at hotel']",at hotel,
7871,Where can you find a revolving door at a location you spend the night?,"['new york', 'apartment', 'hotel lobby', 'public place', 'bank']",hotel lobby,
7872,Where can you find a rubber shark as a villain?,"['museum', 'outside', 'bad movie', 'sea world', 'marine museum']",bad movie,
7873,Where can you find a single musician that an audience is listening to?,"['studio', 'stage', 'band', 'symphony', 'orchestra']",stage,
7874,Where can you find a story in print?,"['bookstore', 'school', 'newspaper', 'past', 'book or magazine']",book or magazine,
7875,Where can you find a tennis court for non professionals?,"['athletic club', 'country club', 'recreational center', 'college campus', 'zoo']",recreational center,
7876,Where can you find an old coffee table book?,"['house', 'university', 'discount store', 'antique store', 'vintage emporium']",antique store,
7877,Where can you find an upright piano in a building that you live in?,"['band', 'living room', 'college', 'moving truck', 'house']",house,
7878,Where can you find bald eagles and cheese in the midwest?,"['colorado', 'currency', 'iowa', 'arctic', 'wisconsin']",wisconsin,
7879,Where can you find cord along side nails and bolts?,"['delivery room', 'garage', 'sporting goods store', 'office', 'hardware store']",hardware store,
7880,Where can you find dancing and a bar?,"['party', 'nightclub', 'las vegas', 'restaurant', 'new york city']",nightclub,
7881,Where can you find gamblers who watch four legged animals?,"['race track', 'casino', 'enjoy horse races', 'bar', 'building']",race track,
7882,Where can you find many a squirrel outside of the city?,"['forest', 'yard', 'street', 'park', 'desert']",forest,
7883,Where can you find many clothing sellers in the same place?,"['backpack', 'yard sale', 'closet', 'mall', 'department store']",mall,
7884,Where can you find many musician with people listening to them?,"['studio', 'music store', 'stage', 'symphony', 'orchestra']",orchestra,
7885,Where can you find many stores with books?,"[""friend's house"", 'large city', 'gym', 'table', 'university']",large city,
7886,Where can you find millions of apartment?,"['michigan', 'inside the house', 'town', 'avoid buying', 'budget']",michigan,
7887,Where can you find millions of apple tree?,"['spain', 'bible', 'washington state', 'woods', 'orchard']",spain,
7888,Where can you find pamphlets regarding diseases and ailments?,"['theaters', 'health department', 'library', 'drawer', 'mail box']",health department,
7889,Where can you find people trying to alleviate suffering?,"['hospital', 'hockey game', 'apartment', 'kitchen', 'water cooler']",hospital,
7890,Where can you find someone's number written on paper?,"['math book', 'mathematics', 'office', 'lottery', 'phonebook']",phonebook,
7891,Where can you find the U.S. federal government?,"['washington d.c', 'canada', 'country', 'capitol building', 'democracy']",washington d.c,
7892,Where can you find the most authentic Japanese restaurant?,"['downtown', 'major city', 'california', 'stripmall', 'tokio']",tokio,
7893,Where can you find the tallest skyscraper in the mid-western U.S.?,"['high population', 'manhattan', 'new york city', 'chicago', 'large city']",chicago,
7894,Where can you get a brand new book shelf?,"['library', 'ocean', 'bedroom', 'bookends', 'furniture store']",furniture store,
7895,Where can you get a bugle to take home with you?,"[""farmer's wife"", 'music store', 'military base', 'military band', 'american army']",music store,
7896,Where can you get a dining room table?,"['house', 'rug', 'shoe store', 'home', 'furniture store']",furniture store,
7897,Where can you get a french horn to take home with you?,"['concert', 'music class', 'concert hall', 'france', 'music store']",music store,
7898,Where can you get a night table to take home?,"['hallway', 'homes', 'junk drawer', 'hotel', 'furniture store']",furniture store,
7899,Where can you get a puck to take home?,"['hockey rink', 'arcade', 'ice hockey game', 'locker room', 'sporting goods store']",sporting goods store,
7900,Where can you get a stray small dog?,"['living room', 'animal shelter', 'georgia', 'pet shop', 'dog show']",animal shelter,
7901,Where can you get a trumpet to take home?,"['music store', 'marching band', 'locker', 'high school band', 'brass band']",music store,
7902,Where can you get a yellow fungus on your person?,"['locker room', 'toenails', 'shower stall', 'the sun', 'cave']",toenails,
7903,Where can you get a yoyo?,"['toy shop', ""brother's room"", 'own home', 'game store', 'toy store']",toy shop,
7904,Where can you get chicken without leaving your car?,"['eaten', 'bbq', 'fast food restaurant', 'plate', 'pizza']",fast food restaurant,
7905,Where can you get gasoline?,"['power mower', 'boat', 'refineries', 'gas station', 'oil rig']",gas station,
7906,Where can you get in shape and drink at a juice bar?,"['fridge', 'limejuice', 'square', 'gym', 'refrigerator']",gym,
7907,Where can you go to thousands of bus station?,"['busy city', 'maps', 'portland', 'city centre', 'street']",city centre,
7908,Where can you have a television to watch when you're retiring at the end of the day?,"['museum', 'cabinet', 'bedroom', 'bar', 'apartment']",bedroom,
7909,Where can you keep a candle in case of emergency?,"['dimly lit room', 'kitchen', 'table', 'birthday cake', 'basement']",kitchen,
7910,Where can you keep a fire extinguisher in the house if it's really big?,"['school bus', 'car', 'garage', 'stairwell', 'hospital']",garage,
7911,Where can you keep your binder on your person between periods of instruction?,"['class room', 'car', 'office supply store', 'backpack', 'bookcase']",backpack,
7912,Where can you learn about a ferret with special abilities far beyond normal ferrets?,"['comic book', 'out of doors', 'great britain', 'redwall', 'north carolina']",comic book,
7913,Where can you learn about operations with numbers?,"['math book', 'phonebook', 'statistic', 'music school', 'office']",math book,
7914,Where can you learn about the anatomy of a blowfish in print?,"['cuba', 'fish market', 'books', 'france', 'canada']",books,
7915,Where can you let a puppy sleep after it's been housebroken?,"['dog house', 'home', 'table', 'bed', 'kennel']",home,
7916,Where can you likely buy many poems?,"['book of poetry', 'literature book', 'book store', 'poetry book', 'bookshelf']",book store,
7917,Where can you look up a number to a business when you don't have electricity?,"['power grid', 'equation', 'telephone book', 'math problem', 'roulette wheel']",telephone book,
7918,Where can you often find many soldiers?,"['armored car', 'battlefield', 'war zone', 'tavern', 'white house']",battlefield,
7919,Where can you play a board game with your family?,"['toy store', 'shelf', 'mall', 'house', 'cupboard']",house,
7920,Where can you purchase food and eat it at tables?,"['house', 'fast food restaurant', 'library', 'conference', 'paper']",fast food restaurant,
7921,Where can you put leftover soup?,"['toilet mug', 'cupboard', 'container', 'supermarket', 'jar']",container,
7922,Where can you put your plants to make sure they get plenty of sunlight?,"['roof', 'ground', 'park', 'surface of earth', 'windowsill']",windowsill,
7923,Where can you see a cannon and learn about the past?,"['war', 'fort', 'pirate ship', 'warship', 'war museum']",war museum,
7924,Where can you see a mammoth in NYC?,"['refrigerator', 'museum exhibit', 'prehistoric times', 'museum of natural history', 'forest']",museum of natural history,
7925,Where can you see a mountain in your own home?,"['park', 'switzerland', 'pennsylvania', 'picture', 'canada']",picture,
7926,Where can you see people enjoying antique transportation?,"['synagogue', 'montana', 'carnival', 'supermarket', 'car show']",car show,
7927,Where can you see snakes at a public zoological park?,"['kew gardens', 'tree', 'terrarium', 'thick forest', 'field']",terrarium,
7928,Where can you spend the night on the ground floor when you're away from home?,"['brownstone', 'highrise building', 'hotel', 'subway', 'office building']",hotel,
7929,Where can you store a book you won't need for a while nearby to fabric items you wear?,"['closet', 'desk', 'library of congress', 'classroom', 'bookshelf']",closet,
7930,Where can you store a pie?,"['outside', 'windowsill', 'freezer', 'refrigerator', 'oven']",refrigerator,
7931,Where can you store a small notepad on your person?,"['back pocket', 'meeting', 'drug store', 'home', 'school']",back pocket,
7932,Where can you store candy to keep it from going stale?,"['trunk of car', 'jar', 'movies', 'disneyland', 'supermarket']",jar,
